chapNum|verseNum|text|keywords
21|27|The sacrifice of the wicked is an abomination; how much more when he brings it with evil intent. |sacrifice, wicked, adomination, more, brings, evil intent
21|28|A false witness will perish, but the word of a man who hears will endure. |false, witness, perish, hears, endure
21|29|A wicked man puts on a bold face, but the upright gives thought to his ways. |wicked, bold, face, upright, thought
21|30|No wisdom, no understanding, no counsel can avail against the LORD. |wisdom, understanding, counsel, avail against, LORD
21|31|The horse is made ready for the day of battle, but the victory belongs to the LORD.|horse, ready, day, battle, victory, belongs, LORD
22|1|A good name is to be chosen rather than great riches, and favor is better than silver or gold.|Good Name, Riches, Humility, Fear of the Lord
22|2|The rich and the poor meet together; the LORD is the maker of them all.|Rich, Poor, Maker, Lord
22|3|The prudent sees danger and hides himself, but the simple go on and suffer for it.|Prudent, Sees, Danger, Hides, Simple, Pass On
22|4|The reward for humility and fear of the LORD is riches and honor and life.|Humility, Fear of the Lord, Riches, Honor, Life
22|5|Thorns and snares are in the way of the crooked; whoever guards his soul will keep far from them.|Thorns, Snares, Perilous Ways, Preserve, Soul
22|6|Train up a child in the way he should go; even when he is old he will not depart from it.|Train, Child, Way, Old, Not Depart
22|7|The rich rules over the poor, and the borrower is the slave of the lender.|Rich, Poor, Borrower, Servant, Lender
22|8|Whoever sows injustice will reap calamity, and the rod of his fury will fail.|Sows, Iniquity, Reap, Whirlwind, Rod, Angry
22|9|Whoever has a bountiful eye will be blessed, for he shares his bread with the poor.|Generous, Blessed, Bread, Poor, Waters
22|10|Drive out a scoffer, and strife will go out, and quarreling and abuse will cease.|Cast Out, Scoffer, Contentions, Strife, Reproach, Cease
22|11|He who loves purity of heart, and whose speech is gracious, will have the king as his friend.|Love, Pure, Favor, Lips, King
22|12|The eyes of the LORD keep watch over knowledge, but he overthrows the words of the traitor.|Eyes, Knowledge, Watch, Both, Hedge, Ponder
22|13|"The sluggard says, ""There is a lion outside! I shall be killed in the streets!"""|Sluggard, Lion, Streets, Slain
22|14|The mouth of forbidden women is a deep pit; he with whom the LORD is angry will fall into it.|Deep Pit, Angry, Lord, Folly
22|15|Folly is bound up in the heart of a child, but the rod of discipline drives it far from him.|Foolishness, Bound, Heart, Rod, Drive
22|16|Whoever oppresses the poor to increase his own wealth, or gives to the rich, will only come to poverty.|Oppress, Increase, Give, Rich, Poor
22|17|Incline your ear, and hear the words of the wise, and apply your heart to my knowledge,|Incline, Ear, Words, Apply, Heart
22|18|for it will be pleasant if you keep them within you, if all of them are ready on your lips.|Pleasant, Have Delight, Store, Secrets, Lips
22|19|That your trust may be in the LORD, I have made them known to you today, even to you.|I Have Made Known, Words, Trust, Lord
22|20|Have I not written for you thirty sayings of counsel and knowledge,|Written, Excellent, Counsel, Knowledge
22|21|to make you know what is right and true, that you may give a true answer to those who sent you?|True, Instructed, Certain Words, Trust
22|22|Do not rob the poor, because he is poor, or crush the afflicted at the gate,|Rob, Afflict, Poor, Oppress, Gate
22|23|for the LORD will plead their cause and rob of life those who rob them.|Contend, Lord, Plead
22|24|Make no friendship with a man given to anger, nor go with a wrathful man,|Friend, Anger, Wrath
22|25|lest you learn his ways and entangle yourself in a snare.|Entangle, Snare
22|26|Be not one of those who give pledges, who put up security for debts.|Surety, Debt, Neighbor, Collateral
22|27|If you have nothing with which to pay, why should your bed be taken from under you?|Foresee, Trouble, Remove
22|28|Do not move the ancient landmark that your fathers have set.|Ancient, Boundary, Fathers, Work, Skillful, Presence, Kings, Noteworthy
22|29|Do you see a man skillful in his work? He will stand before kings; he will not stand before obscure men.|Hasty, Business, Stand, Obscure, Poverty, Inheritance, Faithful
23|1|When you sit down to eat with a ruler, observe carefully what is before you,|Wisdom
23|2|and put a knife to your throat if you are given to appetite.|restraint
23|3|Do not desire his delicacies, for they are deceptive food.|Discerning,Cautious,Prudent
23|4|Do not toil to acquire wealth;be discerning enough to desist.|wealth, toil, discerning, desist
23|5| When your eyes light on it, it is gone,for suddenly it sprouts wings,flying like an eagle toward heaven.|fleeting, transience, wings, eagle, heaven
23|6|Do not eat the bread of a man who is hstingy;do not desire his delicacies,|eat, bread, man, stingy, desire, delicacies
23|7| for he is like one who is inwardly calculating.“Eat and drink!” he says to you,but his heart is not with you.|calculating, eat, drink, heart, insincere
23|8|You will vomit up the morsels that you have eaten,and waste your pleasant words.|Cautionary,Consequential,Discerning
23|9| Do not speak in the hearing of a fool,for he will despise the good sense of your words.|Prudent,Cautious,Discerning
23|10|Do not move an ancient landmark or enter the fields of the fatherless,|ethical, just.
23|11| for their Redeemer is strong;he will plead their cause against you.|retributive, protective
23|12|Apply your heart to instruction and your ear to words of knowledge.| learning, attentiveness, growth
23|13| Do not withhold discipline from a child;if you strike him with a rod, he will not die.|guidance, correction, balance
23|14|If you strike him with the rod,you will save his soul from Sheol.| correction, salvation, guidance
23|15|My son, if your heart is wise,my heart too will be glad.|wisdom, joy, relationship
23|16|My inmost being will exult when your lips speak what is right.|truth, joy, integrity
23|17|Let not your heart envy sinners,but continue in the fear of the LORD all the day.|envy, righteousness, reverence
23|18|Surely there is a future, and your hope will not be cut off.| future, hope, assurance
23|19|Hear, my son, and be wise, and direct your heart in the way.| listen, wisdom, guidance
23|20|Be not among drunkards or among agluttonous eaters of meat,|avoidance, company, excess
23|21|for the drunkard and the glutton will come to poverty,and slumber will clothe them with rags.|consequences, excess, poverty
23|22|Listen to your father who gave you life,and do not despise your mother when she is old.|respect, parents, wisdom
23|23|Buy truth, and do not sell it; buy wisdom, instruction, and understanding.| value, truth, wisdom, knowledge
23|24|The father of the righteous will greatly rejoice;he who fathers a wise son will be glad in him.|joy, righteousness, wisdom, pride
23|25|Let your father and mother be glad; let her who bore you rejoice.|honor, joy, gratitude
23|26|My son, give me your heart, and let your eyes observe my ways.|commitment, guidance, emulation
23|27| For a prostitute is a deep pit;an adulteress is a narrow well.| danger, trap, temptation
23|28|She lies in wait like a robber and increases the traitors among mankind.|deception, betrayal, manipulation
23|29|Who has woe? Who has sorrow?Who has strife? Who has complaining?Who has wounds without cause?Who has redness of eyes?|woe, sorrow, strife, complaining, consequences
23|30|Those who otarry long over wine;those who go to try mixed wine.|excessive drinking, intoxication, indulgence
23|31|Do not look at wine when it is red,when it sparkles in the cup and goes down smoothly.|temptation, allure, caution
23|32|In the end it bites like a serpent and stings like an adder.|deception, harm, consequences
23|33|Your eyes will see strange things,and your heart utter rperverse things.|distorted perception, inappropriate speech
23|34|You will be like one who lies down in the midst of the sea,like one who lies on the top of a mast.| instability, disorientation, vulnerability
23|35|They struck me,” you will say, “but I was not hurt; they beat me, but I did not feel it.When shall I awake?I must have another drink.|denial, addiction, destructive cycle
24|1|Be not envious of evil men, nor desire to be with them,|Envy, Fear
24|2|for their hearts devise violence, and their lips talk of trouble.|Violence, Trouble
24|3|By wisdom a house is built, and by understanding it is established;|Wisdom, Understanding
24|4|by knowledge the rooms are filled with all precious and pleasant riches.|Knowledge, Riches
24|5|A wise man is full of strength, and a man of knowledge enhances his might,|Strength, Might
24|6|for by wise guidance you can wage your war, and in abundance of counselors there is victory.|Guidance, Victory
24|7|Wisdom is too high for a fool; in the gate he does not open his mouth.|Wisdom, Fool
24|8|Whoever plans to do evil will be called a schemer.|Planning, Evil
24|9|The devising of folly is sin, and the scoffer is an abomination to mankind.|Folly, Sin
24|10|If you faint in the day of adversity, your strength is small.|Adversity, Strength
24|11|Rescue those who are being taken away to death; hold back those who are stumbling to the slaughter.|Rescue, Death
24|12|If you say, “Behold, we did not know this,” does not he who weighs the heart perceive it? Does not he who keeps watch over your soul know it, and will he not repay man according to his work?|Devising, Perceive
24|13|My son, eat honey, for it is good, and the drippings of the honeycomb are sweet to your taste.|Honey, Sweet
24|14|Know that wisdom is such to your soul; if you find it, there will be a future, and your hope will not be cut off.|Wisdom, Future
24|15|Lie not in wait as a wicked man against the dwelling of the righteous; do no violence to his home;|Wicked, Violence
24|16|for the righteous falls seven times and rises again, but the wicked stumble in times of calamity.|Righteous, Calamity
24|17|Do not rejoice when your enemy falls, and let not your heart be glad when he stumbles,|Rejoice, Enemy
24|18|lest the Lord see it and be displeased, and turn away his anger from him.|Lord, Displeased
24|19|Fret not yourself because of evildoers, and be not envious of the wicked,|Fret, Evildoers
24|20|for the evil man has no future; the lamp of the wicked will be put out.|Evil, Future
24|21|My son, fear the Lord and the king, and do not join with those who do otherwise,|Fear, King
24|22|for disaster will arise suddenly from them, and who knows the ruin that will come from them both?|Disaster, Ruin
24|23|Partiality in judging is not good.|Sayings, Wise
24|24|Whoever says to the wicked, “You are in the right,” will be cursed by peoples, abhorred by nations,|Curse, Peoples
24|25|but those who rebuke the wicked will have delight, and a good blessing will come upon them.|Rebuke, Blessing
24|26|Whoever gives an honest answer kisses the lips.|Honest, Answer
24|27|Prepare your work outside; get everything ready for yourself in the field, and after that build your house.|Prepare, Build
24|28|Be not a witness against your neighbor without cause, and do not deceive with your lips.|Witness, Deceive
24|29|Do not say, “I will do to him as he has done to me; I will pay the man back for what he has done.”|Retribution, Repay
24|30|I passed by the field of a sluggard, by the vineyard of a man lacking sense,|Sluggard, Field
24|31|and behold, it was all overgrown with thorns; the ground was covered with nettles, and its stone wall was broken down.|Overgrown, Thorns
24|32|Then I saw and considered it; I looked and received instruction.|Considered, Instruction
24|33|A little sleep, a little slumber, a little folding of the hands to rest,|Sleep, Slumber
24|34|and poverty will come upon you like a robber, and want like an armed man.|Poverty, Robber
25|1|These are more proverbs of Solomon, compiled by the men of Hezekiah king of Judah copied:|Compilation
25|2|It is the glory of God to conceal a matter; to search out a matter is the glory of kings.|God's Glory
25|3|As the heavens are high and the earth is deep, so the hearts of kings are unsearchable.|Inscrutability of Kings
25|4|Remove the dross from the silver, and a silversmith can produce a vessel;|Silver Refinement
25|5|remove wicked officials from the king’s presence, and his throne will be established through righteousness.|Righteous Rule
25|6|Do not exalt yourself in the king’s presence, and do not claim a place among his great men;|Humility Before Kings
25|7|it is better for him to say to you, “Come up here,” than for him to humiliate you before his nobles.|Preferential Invitation
25|8|What you have seen with your eyes do not bring hastily to court, for what will you do in the end if your neighbor puts you to shame?|Caution in Legal Matters
25|9|If you take your neighbor to court, do not betray another’s confidence,|Courtroom Confidentiality
25|10|or the one who hears it may shame you and the charge against you will stand.| Beware of Gossip
25|11|Like apples of gold in settings of silver is a ruling rightly given.|Golden Ruling
25|12|Like an earring of gold or an ornament of fine gold is the rebuke of a wise judge to a listening ear.|Wise Rebuke
25|13|Like a snow-cooled drink at harvest time is a trustworthy messenger to the one who sends him; he refreshes the spirit of his master.|Trustworthy Messenger
25|14|Like clouds and wind without rain is one who boasts of gifts never given.|Empty Boasting
25|15|Through patience a ruler can be persuaded, and a gentle tongue can break a bone.|Patience in Rulership
25|16|If you find honey, eat just enough— too much of it, and you will vomit.|Moderation
25|17|Seldom set foot in your neighbor’s house— too much of you, and they will hate you.|Neighborly Limits
25|18|Like a club or a sword or a sharp arrow is one who gives false testimony against a neighbor.|False Testimony
25|19|Like a broken tooth or a lame foot is reliance on the unfaithful in a time of trouble.|Unreliable Support
25|20|Like one who takes away a garment on a cold day, or like vinegar poured on a wound, is one who sings songs to a heavy heart.|Inappropriate Comfort
25|21|If your enemy is hungry, give him food to eat; if he is thirsty, give him water to drink.|Kindness to Enemies
25|22|In doing this, you will heap burning coals on his head, and the Lord will reward you.|Overcoming Evil with Good
25|23|Like a north wind that brings unexpected rain is a sly tongue—which provokes a horrified look.|Sly Tongue
25|24|Better to live on a corner of the roof than share a house with a quarrelsome wife.|Avoiding Conflict
25|25|Like cold water to a weary soul is good news from a distant land.|Refreshing News
25|26|Like a muddied spring or a polluted well are the righteous who give way to the wicked.|Righteous Compromise
25|27|It is not good to eat too much honey, nor is it honorable to search out matters that are too deep.|Moderation in Inquiry
25|28|Better to live on a corner of the roof than share a house with a quarrelsome wife.|Lack of Self-Control
26|1|Like snow in summer or rain in harvest, so honor is not fitting for a fool.|snow, summer, rain, harvest, honor, fool
26|2|Like a sparrow in its flitting, like a swallow in its flying, a curse that is causeless does not alight.|sparrow, flitting, swallow, flying, curse, causeless, alight
26|3|A whip for the horse, a bridle for the donkey, and a rod for the back of fools.|whip, horse, bridle, donkey, rod, back, fools
26|4|Answer not a fool according to his folly, lest you be like him yourself.|answer, fool, folly, wise, yourself
26|5|Answer a fool according to his folly, lest he be wise in his own eyes.|answer, fool, folly, wise, eyes
26|6|Whoever sends a message by the hand of a fool cuts off his own feet and drinks violence.|sends, message, hand, fool, cuts, feet, drinks, violence
26|7|Like a lame man's legs, which hang useless, is a proverb in the mouth of fools.|lame, legs, proverb, fools
26|8|Like one who binds the stone in the sling is one who gives honor to a fool.|binds, stone, sling, gives, honor, fool
26|9|Like a thorn that goes up into the hand of a drunkard is a proverb in the mouth of fools.|thorn, goes, hand, drunkard, proverb, fools
26|10|Like an archer who wounds everyone is one who hires a passing fool or drunkard.|archer, wounds, everyone, hires, passing, fool, drunkard
26|11|Like a dog that returns to his vomit is a fool who repeats his folly.|dog, returns, vomit, fool, repeats, folly
26|12|Do you see a man who is wise in his own eyes? There is more hope for a fool than for him.|see, man, wise, eyes, hope, fool
26|13|The sluggard says, “There is a lion in the road! There is a lion in the streets!”|sluggard, says, lion, road, streets
26|14|As a door turns on its hinges, so does a sluggard on his bed.|door, turns, hinges, sluggard, bed
26|15|The sluggard buries his hand in the dish; it wears him out to bring it back to his mouth.|sluggard, buries, hand, dish, wears, mouth
26|16|The sluggard is wiser in his own eyes than seven men who can answer sensibly.|sluggard, wiser, eyes, seven, men, answer, sensibly
26|17|Whoever meddles in a quarrel not his own is like one who takes a passing dog by the ears.|meddles, quarrel, own, passing, dog, ears
26|18|Like a madman who throws firebrands, arrows, and death|madman, throws, firebrands, arrows, death
26|19|is the man who deceives his neighbor and says, “I am only joking!”|deceives, neighbor, joking
26|20|For lack of wood the fire goes out, and where there is no whisperer, quarreling ceases.|lack, wood, fire, whisperer, quarreling
26|21|As charcoal to hot embers and wood to fire, so is a quarrelsome man for kindling strife.|charcoal, embers, wood, fire, quarrelsome, kindling, strife
26|22|The words of a whisperer are like delicious morsels; they go down into the inner parts of the body.|words, whisperer, delicious, morsels, go down, inner parts
26|23|Like the glaze covering an earthen vessel are fervent lips with an evil heart.|glaze, covering, earthen vessel, fervent, lips, evil, heart
26|24|Whoever hates disguises himself with his lips and harbors deceit in his heart;|hates, disguises, lips, harbors, deceit, heart
26|25|when he speaks graciously, believe him not, for there are seven abominations in his heart|speaks, graciously, believe, seven, abominations, heart
26|26|though his hatred be covered with deception, his wickedness will be exposed in the assembly.|hatred, covered, deception, wickedness, exposed, assembly
26|27|Whoever digs a pit will fall into it, and a stone will come back on him who starts it rolling.|digs, pit, fall, stone, rolling
26|28|A lying tongue hates its victims, and a flattering mouth works ruin.|lying, tongue, hates, victims, flattering, mouth, works, ruin
27|1|Do not boast about tomorrow, for you do not know what a day may bring.|boast, tomorrow, day, bring
27|2|Let another praise you, and not your own mouth; a stranger, and not your own lips.|praise, mouth, stranger, lips
27|3|A stone is heavy, and sand is weighty, but a fool’s provocation is heavier than both.|stone, heavy, sand, weighty, fool's provocation
27|4|Wrath is cruel, anger is overwhelming, but who can stand before jealousy?|wrath, cruel, anger, overwhelming, jealousy
27|5|Better is open rebuke than hidden love.|better, rebuke, hidden love
27|6|Faithful are the wounds of a friend; profuse are the kisses of an enemy.|faithful, wounds, friend, kisses, enemy
27|7|One who is full loathes honey, but to one who is hungry everything bitter is sweet.|full, loathes, honey, hungry, bitter, sweet
27|8|Like a bird that strays from its nest is a man who strays from his home.|bird, strays, nest, man, home
27|9|Oil and perfume make the heart glad, and the sweetness of a friend comes from his earnest counsel.|oil, perfume, heart, glad, sweetness, friend, earnest counsel
27|10|Do not forsake your friend and your father’s friend, and do not go to your brother’s house in the day of your calamity. Better is a neighbor who is near than a brother who is far away.|forsake, friend, father's friend, brother, calamity, neighbor
27|11|Be wise, my son, and make my heart glad, that I may answer him who reproaches me.|wise, son, heart, reproaches
27|12|The prudent sees danger and hides himself, but the simple go on and suffer for it.|prudent, danger, hide, simple, suffer
27|13|Take a man’s garment when he has put up security for a stranger, and hold it in pledge when he puts up security for an adulteress.|garment, security, stranger, pledge, adulteress
27|14|Whoever blesses his neighbor with a loud voice, rising early in the morning, will be counted as cursing.|blesses, neighbor, loud voice, cursing
27|15|A continual dripping on a rainy day and a quarrelsome wife are alike;|continual dripping, rainy day, quarrelsome wife
27|16|to restrain her is to restrain the wind or to grasp oil in one’s right hand.|restrain, wind, grasp, oil, right hand
27|17|Iron sharpens iron, and one man sharpens another.|iron, sharpens, man
27|18|Whoever tends a fig tree will eat its fruit, and he who guards his master will be honored.|fig tree, fruit, guards, master, honored
27|19|As in water face reflects face, so the heart of man reflects the man.|water, face, heart, reflects, man
27|20|Sheol and Abaddon are unever satisfied, and vnever satisfied are the eyes of man.|Sheol, Abaddon, unsatisfied, eyes, man
27|21|The crucible is for silver, and the furnace is for gold, and a man is tested by his praise.|crucible, silver, furnace, gold, tested, praise
27|22|Crush a fool in a mortar with a pestle along with crushed grain, yet his folly will not depart from him.|crush, fool, mortar, pestle, crushed grain, folly
27|23|Know well the condition of your flocks, and give attention to your herds,|condition, flocks, attention, herds
27|24|for riches do not last forever; and does a crown endure to all generations?|riches, last forever, crown, generations
27|25|When the grass is gone and the new growth appears and the vegetation of the mountains is gathered,|grass, new growth, vegetation, mountains, gathered
27|26|the lambs will provide your clothing, and the goats the price of a field.|lambs, clothing, goats, price, field
27|27|There will be enough goats’ milk for your food, for the food of your householand maintenance for your girls.|goat's milk, food, household, maintenance, girls
28|1|The wicked flee when no one pursues, but the righteous are bold as a lion.|wicked, flee, pursues, righteous, bold, lion
28|2|When a land transgresses, it has many rulers, but with a man of understanding and knowledge, its stability will long continue.|land, rebellion, rulers, understanding, knowledge, stability
28|3|A poor man who oppresses the poor is a beating rain that leaves no food.|poor, oppress, rain, food
28|4|Those who forsake the law praise the wicked, but those who keep the law strive against them.|forsake, law, praise, wicked, keep, contend
28|5|Evil men do not understand justice, but those who seek the Lord understand it completely.|evil, understand, justice, seek, Lord
28|6|Better is a poor man who walks in his integrity than a rich man who is crooked in his ways.|poor, integrity, rich, crooked
28|7|The one who keeps the law is a son with understanding, but a companion of gluttons shames his father.|keeps, law, son, understanding, companion, gluttons, shames, father
28|8|Whoever multiplies his wealth by interest and profit gathers it for him who is generous to the poor.|increases, wealth, interest, gathers, generous, poor
28|9|If one turns away his ear from hearing the law, even his prayer is an abomination.|turns, ear, hearing, law, prayer, abomination
28|10|Whoever misleads the upright into an evil way will fall into his own pit, but the blameless will have a goodly inheritance.|leads, upright, astray, evil, way, fall, own pit
28|11|A rich man is wise in his own eyes, but a poor man who has understanding will find him out.|rich, wise, eyes, poor, understanding, sees
28|12|When the righteous triumph, there is great glory, but when the wicked rise, people hide themselves.|righteous, triumph, wicked, rise, perish, help
28|13|Whoever conceals his transgressions will not prosper, but he who confesses and forsakes them will obtain mercy.|conceals, transgressions, not prosper, confesses, forsakes, mercy
28|14|Blessed is the one who fears the Lord always, but whoever hardens his heart will fall into calamity.|blessed, fears, Lord, hardens, heart, falls, calamity
28|15|Like a roaring lion or a charging bear is a wicked ruler over a poor people.|roaring, lion, wicked, ruler, poor, growling, charging, bear
28|16|A ruler who lacks understanding is a cruel oppressor, but he who hates unjust gain will prolong his days.|ruler, lacks, understanding, cruel, oppressor, hates, unjust, gain, prolongs, days
28|17|If one is burdened with the blood of another, he will be a fugitive until death; let no one help him.|burdened, guilt, blood, fugitive, death
28|18|Whoever walks in integrity will be delivered, but he who is crooked in his ways will suddenly fall.|walks, integrity, delivered, crooked, ways, suddenly, fall
28|19|Whoever works his land will have plenty of bread, but he who follows worthless pursuits will have plenty of poverty.|works, land, plenty, bread, worthless, pursuits, poverty
28|20|A faithful man will abound with blessings, but whoever hastens to be rich will not go unpunished.|faithful, abound, blessings, haste, rich, unpunished
28|21|To show partiality is not good, but for a piece of bread a man will do wrong.|partiality, not good, piece, bread, wrong
28|22|A stingy manhastens after wealth and does not know that poverty will come upon him.|stingy, hastens, wealth, poverty, will come
28|23|Whoever rebukes a man will afterward find more favor than he who flatters with his tongue.|rebukes, afterward, favor, flatters, tongue
28|24|"Whoever robs his father or his mother and says, ""That is no transgression,"" is a companion to a man who destroys."|robs, father, mother, says, no transgression, companion, destroys
28|25|A greedy man stirs up strife, but the one who trusts in the Lord will be enriched.|greedy, stirs, strife, trusts, Lord, enriched
28|26|Whoever trusts in his own mind is a fool, but he who walks in wisdom will be delivered.|trusts, own mind, fool, walks, wisdom, delivered
28|27|Whoever gives to the poor will not want, but he who hides his eyes will get many a curse.|gives, poor, not want, hides, eyes, many, curse
28|28|When the wicked rise, people hide themselves, but when they perish, the righteous increase.|wicked, rise, hide, righteous, perish, increase
29|1|He who is often reproved, yet stiffens his neck, will suddenly be a broken beyond healing.|reproved, stiffens, neck, broken, beyond, healing 
29|2|When the righteous increase, the people rejoice, but when dthe wicked rule, the people groan.|righteous, increase, people, rejoice, wicked, rule, groan
29|3|He who loves wisdom makes his father glad, but a companion of prostitutes squanders his wealth.|wisdom, companion, squanders, prosititutes, wealth
29|4|By justice a king builds up the land, but he who exacts gifts tears it down.|justice,builds up, gifts, king, tears it down
29|5|A man who flatters his neighbor spreads a net for his feet.|flatters, neighbor, spreads, net, feet
29|6| An evil man is kensnared in his transgression, but a righteous man lsings and rejoices.|evil, kensnared, transgression, righteous, sings, rojoices
29|7| A righteous man mknows the rights of the poor; a wicked man does not nunderstand such knowledge.|righteous, wicked, understand, knowledge
29|8|Scoffers set a city aflame, but the wise turn away wrath.|Scoffers, flame, wise, trun away, wrath
29|9|If a wise man has an argument with a fool, the fool only rages and laughs, and there is pno quiet.|wise, argument, fool, rages, laughs, quiet
29|10|Bloodthirsty men qhate one who is blameless and seek the life of the upright.|Bloodthristy, hate, blameless, seek, life, upright
29|11|A fool gives full vent to his spirit, but a wise man quietly holds it back.|fool, full vent, spirit, wise, quietly, holds it back
29|12|If a ruler listens to falsehood, all his officials will be wicked.|rule, falsehood, officials, wicked
29|13|The poor man and the oppressor rmeet together; the LORD gives light to the eyes of both.|poor, oppressor, together, gives, light, eyes
29|14|If a king faithfully judges the poor, his throne will ube established forever.|king, faithfully, judges, poor, throne, established, forever
29|15|The rod and reproof give wisdom, but a child left to himself wbrings shame to his mother.|rod, reproof, give, wisdom, child, left, brings, shame
29|16|When the wicked increase, transgression increases, but the righteous will look upon their downfall.|wicked, increase, transgression, righteous, downfall
29|17|Discipline your son, and he will give you rest; he will give delight to your heart.|discipliine, rest, delight, heart
29|18|Where there is no prophetic vision the people cast off restraint, but blessed is he who bkeeps the law.|prophetic, vision, cast off, restraint, blessed, law
29|19|By mere words a servant is not disciplined, for though he understands, he will not respond.|mere words, servant, not disciplined, understands, respond
29|20|Do you see a man who is hasty in his words? There is more hope for a fool than for him.|hasty, words, hope, fool
29|21|Whoever pampers his servant from childhood will in the end find him his heir.|pampers, servant, childhood, heir
29|22|A man of wrath stirs up strife, and one given to anger causes much transgression.|wrath, stirs up, strife, anger, transgression
29|23|One’s pride will bring him low, but he who is lowly in spirit will obtain honor.|pride, low, lwoly, spirit, obtain, honor
29|24|The partner of a thief ghates his own life; he hears the curse, but discloses nothing.|thief, hates, life, curse, discloses, nothing
29|25|The fear of man lays a snare, but whoever trusts in the LORD is safe.|fear, snare, trusts, safe
29|26|Many seek the face of a ruler but it is from the LORD that a man gets justice.|seek, face, ruler, justice
29|27|An unjust man is an abomination to the righteous, but one whose way is straight is an abomination to the wicked.|unjust, abomination, righteous, straight, wicked
30|1|The words of Agur son of Jakeh. The oracle. The man declares, I am weary, O God; I am weary, O God, and worn out.|oracle, declares, weary, worn out
30|2|Surely I am too stupid to be a man. I have not the understanding of a man.|stupidity, understanding, limitations
30|3|I have not learned wisdom, nor I have knowledge of the Holy One.|understanding, limitations, wisdom, humility, God
30|4|Who has ascended to heaven and come down? Who has gathered the wind in his fists? Who has wrapped up the waters in a garment? Who has established all the ends of the earth? What is his name, and what is his son's name? Surely you know!|heaven, divine power, wind, divine name, mystery
30|5|Every word of God proves true; he is a shield to those who take refuge in him.|word of God, shield, protection, refuge
30|6|Do not add to his words, lest he rebuke you and you be found a liar.|respect, humility, truthfulness, integrity
30|7|Two things I ask of you; deny them not to me before I die:|limitations, ask, humility, provision, trust
30|8|Remove far from me falsehood and lying; give me neither poverty nor riches; feed me with the food that is needful for me,|rejection of deception, provision, humility, contentment
30|9|"lest I be full and deny you and say, ""Who is the Lord?"" or lest I be poor and steal and profane the name of my God."|consequences, maintaining faith, preserving God
30|10|Do not slander a servant to his master, lest he curse you, and you be held guilty.|slander, justice, respect, responsibility
30|11|There are those who curse their fathers and do not bless their mothers.|consquences, moral failings, disregard for family
30|12|There are those who are clean in their own eyes, but are not washed of their filth.|hypocrisy, self-righteousness
30|13|There are those—how lofty are their eyes, how high their eyelids lift!|arrogance, pride, contempt, moral deficiency
30|14|There are those whose teeth are swords, whose fangs are knives, to devour the poor from off the earth, the needy from among mankind.|ruthlessness, oppression, destructive power, social injustice
30|15|"The leech has two daughters: Give and Give. Three things are never satisfied; four never say, ""Enough"":"|greed, endless satisfaction
30|16|"Sheol, the barren womb, the land never satisfied with water, and the fire that never says, ""Enough."""|despair, emptiness, barrenness, thirst, relentless passion, anger, seek fulfillment
30|17|The eye that mocks a father and scorns to obey a mother will be picked out by the ravens of the valley and eaten by the vultures.|disrespect, disobedience, punishment, respect
30|18|Three things are too wonderful for me; four I do not understand:|humility, revelation, discovery, transcendent nature
30|19|the way of an eagle in the sky, the way of a serpent on a rock, the way of a ship on the high seas, and the way of a man with a virgin.|aspiration, freedom, cunning, adaptability, exploration, resilience, intimacy, sacredness
30|20|"This is the way of an adulteress: she eats and wipes her mouth and says, ""I have done no wrong."""|disregard, guiltless assertion, moral transgression
30|21|Under three things the earth trembles; under four it cannot bear up:|moral upheaval, social instability
30|22|a slave when he becomes king, and a fool when he is filled with food;|potential corruption, excessive indulgence, uncontrolled ambition
30|23|an unloved woman when she gets a husband, and a maidservant when she displaces her mistress.|prominence, social hierarchy, circumstance, opportunity
30|24|Four things on earth are small, but they are exceedingly wise:|wisdom, adaptability, hidden strength, insights
30|25|the ants are a people not strong, yet they provide their food in the summer;|diligence, industriousness, preparation, cooperation, collective effort, contribution
30|26|the rock badgers are a people not mighty, yet they make their homes in the cliffs;|adaptability, resourcefulness, resilience, ingenuity
30|27|the locusts have no king, yet all of them march in rank;|collective intelligence, coordination, organization, goal-oriented, adaptability 
30|28|the lizard you can take in your hands, yet it is in king's palaces.|adaptability, humility, unexpected access, wonder in the small, appreciating the ordinary
30|29|Three things are stately in their tread; four are stately in their stride:|graceful movement, dignity, symbolic movement
30|30|the lion, which is mightiest among beasts and does not turn back before any;|confidence, courage, dominance, authority, inspiration, determination, self-belief
30|31|the strutting rooster, the he-goat, and a king whose army is with him.|confidence, assertive leadership, influence, self-assurance, unity, power, strength
30|32|If you have been foolish, exalting yourself, or if you have been devising evil, put your hand on your mouth.|self-awareness, humility, self-censorship, control speech
30|33|For pressing milk produces curds, pressing the nose produces blood, and pressing anger produces strife.|moderation, self-control, anger management, excessive force
31|1|The sayings of King Lemuel—an inspired utterance his mother taught him.|sayings, inspiration, mother, wisdom, teaching, kingship, guidance
31|2|Listen, my son! Listen, son of my womb! Listen, my son, the answer to my prayers!|devotion, heeding, son, divine
31|3|Do not spend your strength on women, your vigor on those who ruin kings.|warning, discernment, women, ruin, desires
31|4|It is not for kings, Lemuel— it is not for kings to drink wine, not for rulers to crave beer,|advice, temperance, wine, beer, kings
31|5|lest they drink and forget what has been decreed, and deprive all the oppressed of their rights.|mindful, responsibility, dangers, accountability
